"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"23/09/2024 03:00 - 23/09/2024 03:30","Ireland (IE)","2880.95","3157.00"
"23/09/2024 03:30 - 23/09/2024 04:00","Ireland (IE)","2953.50","3148.00"
"23/09/2024 04:00 - 23/09/2024 04:30","Ireland (IE)","2935.61","3148.00"
"23/09/2024 04:30 - 23/09/2024 05:00","Ireland (IE)","2916.55","3148.00"
"23/09/2024 05:00 - 23/09/2024 05:30","Ireland (IE)","2900.70","3175.00"
"23/09/2024 05:30 - 23/09/2024 06:00","Ireland (IE)","2905.22","3201.00"
"23/09/2024 06:00 - 23/09/2024 06:30","Ireland (IE)","2896.66","3316.00"
"23/09/2024 06:30 - 23/09/2024 07:00","Ireland (IE)","2959.32","3430.00"
"23/09/2024 07:00 - 23/09/2024 07:30","Ireland (IE)","3077.93","3569.00"
"23/09/2024 07:30 - 23/09/2024 08:00","Ireland (IE)","3293.06","3708.00"
"23/09/2024 08:00 - 23/09/2024 08:30","Ireland (IE)","3583.00","3896.00"
"23/09/2024 08:30 - 23/09/2024 09:00","Ireland (IE)","3924.37","4083.00"
"23/09/2024 09:00 - 23/09/2024 09:30","Ireland (IE)","4104.57","4164.00"
"23/09/2024 09:30 - 23/09/2024 10:00","Ireland (IE)","4205.30","4245.00"
"23/09/2024 10:00 - 23/09/2024 10:30","Ireland (IE)","4227.89","4245.00"
"23/09/2024 10:30 - 23/09/2024 11:00","Ireland (IE)","4269.37","4245.00"
"23/09/2024 11:00 - 23/09/2024 11:30","Ireland (IE)","4245.38","4231.00"
"23/09/2024 11:30 - 23/09/2024 12:00","Ireland (IE)","4241.25","4217.00"
"23/09/2024 12:00 - 23/09/2024 12:30","Ireland (IE)","4232.25","4218.00"
"23/09/2024 12:30 - 23/09/2024 13:00","Ireland (IE)","4214.72","4219.00"
"23/09/2024 13:00 - 23/09/2024 13:30","Ireland (IE)","4235.85","4207.00"
"23/09/2024 13:30 - 23/09/2024 14:00","Ireland (IE)","4249.82","4195.00"
"23/09/2024 14:00 - 23/09/2024 14:30","Ireland (IE)","4246.55","4177.00"
"23/09/2024 14:30 - 23/09/2024 15:00","Ireland (IE)","4203.87","4159.00"
"23/09/2024 15:00 - 23/09/2024 15:30","Ireland (IE)","4181.04","4174.00"
"23/09/2024 15:30 - 23/09/2024 16:00","Ireland (IE)","4176.18","4189.00"
"23/09/2024 16:00 - 23/09/2024 16:30","Ireland (IE)","4183.53","4236.00"
"23/09/2024 16:30 - 23/09/2024 17:00","Ireland (IE)","4214.15","4283.00"
"23/09/2024 17:00 - 23/09/2024 17:30","Ireland (IE)","4235.03","4385.00"
"23/09/2024 17:30 - 23/09/2024 18:00","Ireland (IE)","4334.72","4487.00"
"23/09/2024 18:00 - 23/09/2024 18:30","Ireland (IE)","4411.25","4474.00"
"23/09/2024 18:30 - 23/09/2024 19:00","Ireland (IE)","4472.78","4461.00"
"23/09/2024 19:00 - 23/09/2024 19:30","Ireland (IE)","4459.88","4407.00"
"23/09/2024 19:30 - 23/09/2024 20:00","Ireland (IE)","4438.31","4352.00"
"23/09/2024 20:00 - 23/09/2024 20:30","Ireland (IE)","4368.31","4341.00"
"23/09/2024 20:30 - 23/09/2024 21:00","Ireland (IE)","4384.00","4330.00"
"23/09/2024 21:00 - 23/09/2024 21:30","Ireland (IE)","4408.41","4257.00"
"23/09/2024 21:30 - 23/09/2024 22:00","Ireland (IE)","4344.63","4183.00"
"23/09/2024 22:00 - 23/09/2024 22:30","Ireland (IE)","4204.99","4036.00"
"23/09/2024 22:30 - 23/09/2024 23:00","Ireland (IE)","4039.23","3890.00"
"23/09/2024 23:00 - 23/09/2024 23:30","Ireland (IE)","3845.60","3776.00"
"23/09/2024 23:30 - 24/09/2024 00:00","Ireland (IE)","3669.15","3663.00"
"24/09/2024 00:00 - 24/09/2024 00:30","Ireland (IE)","3479.97","3559.00"
"24/09/2024 00:30 - 24/09/2024 01:00","Ireland (IE)","3374.61","3455.00"
"24/09/2024 01:00 - 24/09/2024 01:30","Ireland (IE)","3263.82","3391.00"
"24/09/2024 01:30 - 24/09/2024 02:00","Ireland (IE)","3227.58","3328.00"
"24/09/2024 02:00 - 24/09/2024 02:30","Ireland (IE)","3159.46","3303.00"
"24/09/2024 02:30 - 24/09/2024 03:00","Ireland (IE)","3086.76","3279.00"
"24/09/2024 03:00 - 24/09/2024 03:30","Ireland (IE)","3058.10","3269.00"
"24/09/2024 03:30 - 24/09/2024 04:00","Ireland (IE)","3081.28","3259.00"
"24/09/2024 04:00 - 24/09/2024 04:30","Ireland (IE)","3101.30","3257.00"
"24/09/2024 04:30 - 24/09/2024 05:00","Ireland (IE)","3149.90","3255.00"
"24/09/2024 05:00 - 24/09/2024 05:30","Ireland (IE)","3087.56","3277.00"
"24/09/2024 05:30 - 24/09/2024 06:00","Ireland (IE)","3013.24","3299.00"
"24/09/2024 06:00 - 24/09/2024 06:30","Ireland (IE)","2996.45","3409.00"
"24/09/2024 06:30 - 24/09/2024 07:00","Ireland (IE)","3049.98","3519.00"
"24/09/2024 07:00 - 24/09/2024 07:30","Ireland (IE)","3167.99","3657.00"
"24/09/2024 07:30 - 24/09/2024 08:00","Ireland (IE)","3404.94","3796.00"
"24/09/2024 08:00 - 24/09/2024 08:30","Ireland (IE)","3692.49","3979.00"
"24/09/2024 08:30 - 24/09/2024 09:00","Ireland (IE)","4005.15","4163.00"
"24/09/2024 09:00 - 24/09/2024 09:30","Ireland (IE)","4166.91","4250.00"
"24/09/2024 09:30 - 24/09/2024 10:00","Ireland (IE)","4207.63","4338.00"
"24/09/2024 10:00 - 24/09/2024 10:30","Ireland (IE)","4235.25","4330.00"
"24/09/2024 10:30 - 24/09/2024 11:00","Ireland (IE)","4232.94","4323.00"
"24/09/2024 11:00 - 24/09/2024 11:30","Ireland (IE)","4184.32","4292.00"
"24/09/2024 11:30 - 24/09/2024 12:00","Ireland (IE)","4140.97","4261.00"
"24/09/2024 12:00 - 24/09/2024 12:30","Ireland (IE)","4134.75","4258.00"
"24/09/2024 12:30 - 24/09/2024 13:00","Ireland (IE)","4081.53","4256.00"
"24/09/2024 13:00 - 24/09/2024 13:30","Ireland (IE)","4072.82","4239.00"
"24/09/2024 13:30 - 24/09/2024 14:00","Ireland (IE)","4104.88","4222.00"
"24/09/2024 14:00 - 24/09/2024 14:30","Ireland (IE)","4046.98","4200.00"
"24/09/2024 14:30 - 24/09/2024 15:00","Ireland (IE)","3963.59","4178.00"
"24/09/2024 15:00 - 24/09/2024 15:30","Ireland (IE)","3933.39","4191.00"
"24/09/2024 15:30 - 24/09/2024 16:00","Ireland (IE)","3929.84","4205.00"
"24/09/2024 16:00 - 24/09/2024 16:30","Ireland (IE)","3965.60","4255.00"
"24/09/2024 16:30 - 24/09/2024 17:00","Ireland (IE)","3983.23","4306.00"
"24/09/2024 17:00 - 24/09/2024 17:30","Ireland (IE)","4045.16","4409.00"
"24/09/2024 17:30 - 24/09/2024 18:00","Ireland (IE)","4150.34","4512.00"
"24/09/2024 18:00 - 24/09/2024 18:30","Ireland (IE)","4223.68","4503.00"
"24/09/2024 18:30 - 24/09/2024 19:00","Ireland (IE)","4314.94","4494.00"
"24/09/2024 19:00 - 24/09/2024 19:30","Ireland (IE)","4355.12","4438.00"
"24/09/2024 19:30 - 24/09/2024 20:00","Ireland (IE)","4332.23","4383.00"
"24/09/2024 20:00 - 24/09/2024 20:30","Ireland (IE)","4320.26","4378.00"
"24/09/2024 20:30 - 24/09/2024 21:00","Ireland (IE)","4388.42","4374.00"
"24/09/2024 21:00 - 24/09/2024 21:30","Ireland (IE)","4445.10","4294.00"
"24/09/2024 21:30 - 24/09/2024 22:00","Ireland (IE)","4344.99","4214.00"
"24/09/2024 22:00 - 24/09/2024 22:30","Ireland (IE)","4239.56","4068.00"
"24/09/2024 22:30 - 24/09/2024 23:00","Ireland (IE)","4069.05","3921.00"
"24/09/2024 23:00 - 24/09/2024 23:30","Ireland (IE)","3873.65","3786.00"
"24/09/2024 23:30 - 25/09/2024 00:00","Ireland (IE)","3680.14","3650.00"
"25/09/2024 00:00 - 25/09/2024 00:30","Ireland (IE)","3491.59","3564.00"
"25/09/2024 00:30 - 25/09/2024 01:00","Ireland (IE)","3379.64","3478.00"
"25/09/2024 01:00 - 25/09/2024 01:30","Ireland (IE)","3263.79","3420.00"
"25/09/2024 01:30 - 25/09/2024 02:00","Ireland (IE)","3228.89","3362.00"
"25/09/2024 02:00 - 25/09/2024 02:30","Ireland (IE)","3153.21","3334.00"
"25/09/2024 02:30 - 25/09/2024 03:00","Ireland (IE)","3103.76","3306.00"
"25/09/2024 03:00 - 25/09/2024 03:30","Ireland (IE)","3062.98","3294.00"
"25/09/2024 03:30 - 25/09/2024 04:00","Ireland (IE)","3090.22","3281.00"
"25/09/2024 04:00 - 25/09/2024 04:30","Ireland (IE)","3067.02","3278.00"
"25/09/2024 04:30 - 25/09/2024 05:00","Ireland (IE)","3101.21","3275.00"
"25/09/2024 05:00 - 25/09/2024 05:30","Ireland (IE)","3034.44","3300.00"
"25/09/2024 05:30 - 25/09/2024 06:00","Ireland (IE)","3027.21","3324.00"
"25/09/2024 06:00 - 25/09/2024 06:30","Ireland (IE)","3052.48","3433.00"
"25/09/2024 06:30 - 25/09/2024 07:00","Ireland (IE)","3083.37","3543.00"
"25/09/2024 07:00 - 25/09/2024 07:30","Ireland (IE)","3226.57","3682.00"
"25/09/2024 07:30 - 25/09/2024 08:00","Ireland (IE)","3447.92","3821.00"
"25/09/2024 08:00 - 25/09/2024 08:30","Ireland (IE)","3763.81","4006.00"
"25/09/2024 08:30 - 25/09/2024 09:00","Ireland (IE)","4085.91","4191.00"
"25/09/2024 09:00 - 25/09/2024 09:30","Ireland (IE)","4246.34","4304.00"
"25/09/2024 09:30 - 25/09/2024 10:00","Ireland (IE)","4334.30","4418.00"
"25/09/2024 10:00 - 25/09/2024 10:30","Ireland (IE)","4336.55","4387.00"
"25/09/2024 10:30 - 25/09/2024 11:00","Ireland (IE)","4359.47","4356.00"
"25/09/2024 11:00 - 25/09/2024 11:30","Ireland (IE)","4351.11","4316.00"
"25/09/2024 11:30 - 25/09/2024 12:00","Ireland (IE)","4335.09","4276.00"
"25/09/2024 12:00 - 25/09/2024 12:30","Ireland (IE)","4306.87","4271.00"
"25/09/2024 12:30 - 25/09/2024 13:00","Ireland (IE)","4291.60","4265.00"
"25/09/2024 13:00 - 25/09/2024 13:30","Ireland (IE)","4280.96","4248.00"
"25/09/2024 13:30 - 25/09/2024 14:00","Ireland (IE)","4307.84","4230.00"
"25/09/2024 14:00 - 25/09/2024 14:30","Ireland (IE)","4314.25","4212.00"
"25/09/2024 14:30 - 25/09/2024 15:00","Ireland (IE)","4284.82","4193.00"
"25/09/2024 15:00 - 25/09/2024 15:30","Ireland (IE)","4280.01","4211.00"
"25/09/2024 15:30 - 25/09/2024 16:00","Ireland (IE)","4285.83","4228.00"
"25/09/2024 16:00 - 25/09/2024 16:30","Ireland (IE)","4291.48","4288.00"
"25/09/2024 16:30 - 25/09/2024 17:00","Ireland (IE)","4336.94","4348.00"
"25/09/2024 17:00 - 25/09/2024 17:30","Ireland (IE)","4370.78","4440.00"
"25/09/2024 17:30 - 25/09/2024 18:00","Ireland (IE)","4458.38","4531.00"
"25/09/2024 18:00 - 25/09/2024 18:30","Ireland (IE)","4514.98","4530.00"
"25/09/2024 18:30 - 25/09/2024 19:00","Ireland (IE)","4575.71","4528.00"
"25/09/2024 19:00 - 25/09/2024 19:30","Ireland (IE)","4594.11","4487.00"
"25/09/2024 19:30 - 25/09/2024 20:00","Ireland (IE)","4554.72","4446.00"
"25/09/2024 20:00 - 25/09/2024 20:30","Ireland (IE)","4494.84","4444.00"
"25/09/2024 20:30 - 25/09/2024 21:00","Ireland (IE)","4547.87","4441.00"
"25/09/2024 21:00 - 25/09/2024 21:30","Ireland (IE)","4538.64","4335.00"
"25/09/2024 21:30 - 25/09/2024 22:00","Ireland (IE)","4415.80","4228.00"
"25/09/2024 22:00 - 25/09/2024 22:30","Ireland (IE)","4292.15","4080.00"
"25/09/2024 22:30 - 25/09/2024 23:00","Ireland (IE)","4090.75","3932.00"
"25/09/2024 23:00 - 25/09/2024 23:30","Ireland (IE)","3913.00","3785.00"
"25/09/2024 23:30 - 26/09/2024 00:00","Ireland (IE)","3677.19","3637.00"
"26/09/2024 00:00 - 26/09/2024 00:30","Ireland (IE)","3521.08","3570.00"
"26/09/2024 00:30 - 26/09/2024 01:00","Ireland (IE)","3378.28","3502.00"
"26/09/2024 01:00 - 26/09/2024 01:30","Ireland (IE)","3244.07","3445.00"
"26/09/2024 01:30 - 26/09/2024 02:00","Ireland (IE)","3224.25","3388.00"
"26/09/2024 02:00 - 26/09/2024 02:30","Ireland (IE)","3147.32","3357.00"
"26/09/2024 02:30 - 26/09/2024 03:00","Ireland (IE)","3123.36","3327.00"
"26/09/2024 03:00 - 26/09/2024 03:30","Ireland (IE)","3085.66","3313.00"
"26/09/2024 03:30 - 26/09/2024 04:00","Ireland (IE)","3127.38","3300.00"
"26/09/2024 04:00 - 26/09/2024 04:30","Ireland (IE)","3079.52","3297.00"
"26/09/2024 04:30 - 26/09/2024 05:00","Ireland (IE)","3053.68","3293.00"
"26/09/2024 05:00 - 26/09/2024 05:30","Ireland (IE)","3047.95","3316.00"
"26/09/2024 05:30 - 26/09/2024 06:00","Ireland (IE)","3030.57","3339.00"
"26/09/2024 06:00 - 26/09/2024 06:30","Ireland (IE)","3056.83","3448.00"
"26/09/2024 06:30 - 26/09/2024 07:00","Ireland (IE)","3097.86","3557.00"
"26/09/2024 07:00 - 26/09/2024 07:30","Ireland (IE)","3227.74","3695.00"
"26/09/2024 07:30 - 26/09/2024 08:00","Ireland (IE)","3457.60","3833.00"
"26/09/2024 08:00 - 26/09/2024 08:30","Ireland (IE)","3711.78","4016.00"
"26/09/2024 08:30 - 26/09/2024 09:00","Ireland (IE)","4018.77","4199.00"
"26/09/2024 09:00 - 26/09/2024 09:30","Ireland (IE)","4189.67","4312.00"
"26/09/2024 09:30 - 26/09/2024 10:00","Ireland (IE)","4244.72","4425.00"
"26/09/2024 10:00 - 26/09/2024 10:30","Ireland (IE)","4263.76","4390.00"
"26/09/2024 10:30 - 26/09/2024 11:00","Ireland (IE)","4317.10","4356.00"
"26/09/2024 11:00 - 26/09/2024 11:30","Ireland (IE)","4267.49","4312.00"
"26/09/2024 11:30 - 26/09/2024 12:00","Ireland (IE)","4251.20","4268.00"
"26/09/2024 12:00 - 26/09/2024 12:30","Ireland (IE)","4287.79","4262.00"
"26/09/2024 12:30 - 26/09/2024 13:00","Ireland (IE)","4256.08","4255.00"
"26/09/2024 13:00 - 26/09/2024 13:30","Ireland (IE)","4262.69","4238.00"
"26/09/2024 13:30 - 26/09/2024 14:00","Ireland (IE)","4279.97","4220.00"
"26/09/2024 14:00 - 26/09/2024 14:30","Ireland (IE)","4181.81","4201.00"
"26/09/2024 14:30 - 26/09/2024 15:00","Ireland (IE)","4144.10","4181.00"
"26/09/2024 15:00 - 26/09/2024 15:30","Ireland (IE)","4209.47","4193.00"
"26/09/2024 15:30 - 26/09/2024 16:00","Ireland (IE)","4216.18","4204.00"
"26/09/2024 16:00 - 26/09/2024 16:30","Ireland (IE)","4234.02","4248.00"
"26/09/2024 16:30 - 26/09/2024 17:00","Ireland (IE)","4253.51","4292.00"
"26/09/2024 17:00 - 26/09/2024 17:30","Ireland (IE)","4320.07","4386.00"
"26/09/2024 17:30 - 26/09/2024 18:00","Ireland (IE)","4412.12","4480.00"
"26/09/2024 18:00 - 26/09/2024 18:30","Ireland (IE)","4474.82","4475.00"
"26/09/2024 18:30 - 26/09/2024 19:00","Ireland (IE)","4549.98","4471.00"
"26/09/2024 19:00 - 26/09/2024 19:30","Ireland (IE)","4562.88","4441.00"
"26/09/2024 19:30 - 26/09/2024 20:00","Ireland (IE)","4578.97","4411.00"
"26/09/2024 20:00 - 26/09/2024 20:30","Ireland (IE)","4588.50","4435.00"
"26/09/2024 20:30 - 26/09/2024 21:00","Ireland (IE)","4606.56","4458.00"
"26/09/2024 21:00 - 26/09/2024 21:30","Ireland (IE)","4579.34","4348.00"
"26/09/2024 21:30 - 26/09/2024 22:00","Ireland (IE)","4482.21","4239.00"
"26/09/2024 22:00 - 26/09/2024 22:30","Ireland (IE)","4345.98","4088.00"
"26/09/2024 22:30 - 26/09/2024 23:00","Ireland (IE)","4165.30","3938.00"
"26/09/2024 23:00 - 26/09/2024 23:30","Ireland (IE)","3956.05","3783.00"
"26/09/2024 23:30 - 27/09/2024 00:00","Ireland (IE)","3765.33","3627.00"
"27/09/2024 00:00 - 27/09/2024 00:30","Ireland (IE)","3546.78","3571.00"
"27/09/2024 00:30 - 27/09/2024 01:00","Ireland (IE)","3417.64","3514.00"
"27/09/2024 01:00 - 27/09/2024 01:30","Ireland (IE)","3301.97","3457.00"
"27/09/2024 01:30 - 27/09/2024 02:00","Ireland (IE)","3264.75","3400.00"
"27/09/2024 02:00 - 27/09/2024 02:30","Ireland (IE)","3185.58","3369.00"
"27/09/2024 02:30 - 27/09/2024 03:00","Ireland (IE)","3157.70","3338.00"
"27/09/2024 03:00 - 27/09/2024 03:30","Ireland (IE)","3092.73","3322.00"
"27/09/2024 03:30 - 27/09/2024 04:00","Ireland (IE)","3109.78","3305.00"
"27/09/2024 04:00 - 27/09/2024 04:30","Ireland (IE)","3063.13","3301.00"
"27/09/2024 04:30 - 27/09/2024 05:00","Ireland (IE)","3050.86","3296.00"
"27/09/2024 05:00 - 27/09/2024 05:30","Ireland (IE)","3033.02","3320.00"
"27/09/2024 05:30 - 27/09/2024 06:00","Ireland (IE)","3046.88","3343.00"
"27/09/2024 06:00 - 27/09/2024 06:30","Ireland (IE)","3068.49","3452.00"
"27/09/2024 06:30 - 27/09/2024 07:00","Ireland (IE)","3099.45","3561.00"
"27/09/2024 07:00 - 27/09/2024 07:30","Ireland (IE)","3234.68","3695.00"
"27/09/2024 07:30 - 27/09/2024 08:00","Ireland (IE)","3461.66","3830.00"
"27/09/2024 08:00 - 27/09/2024 08:30","Ireland (IE)","3703.99","4009.00"
"27/09/2024 08:30 - 27/09/2024 09:00","Ireland (IE)","4011.83","4188.00"
"27/09/2024 09:00 - 27/09/2024 09:30","Ireland (IE)","4195.44","4293.00"
"27/09/2024 09:30 - 27/09/2024 10:00","Ireland (IE)","4309.94","4399.00"
"27/09/2024 10:00 - 27/09/2024 10:30","Ireland (IE)","4317.27","4392.00"
"27/09/2024 10:30 - 27/09/2024 11:00","Ireland (IE)","4273.93","4385.00"
"27/09/2024 11:00 - 27/09/2024 11:30","Ireland (IE)","4227.10","4347.00"
"27/09/2024 11:30 - 27/09/2024 12:00","Ireland (IE)","4127.24","4308.00"
"27/09/2024 12:00 - 27/09/2024 12:30","Ireland (IE)","4130.37","4297.00"
"27/09/2024 12:30 - 27/09/2024 13:00","Ireland (IE)","4080.40","4285.00"
"27/09/2024 13:00 - 27/09/2024 13:30","Ireland (IE)","4032.49","4261.00"
"27/09/2024 13:30 - 27/09/2024 14:00","Ireland (IE)","4081.51","4237.00"
"27/09/2024 14:00 - 27/09/2024 14:30","Ireland (IE)","4055.77","4203.00"
"27/09/2024 14:30 - 27/09/2024 15:00","Ireland (IE)","4053.11","4170.00"
"27/09/2024 15:00 - 27/09/2024 15:30","Ireland (IE)","3991.92","4173.00"
"27/09/2024 15:30 - 27/09/2024 16:00","Ireland (IE)","4015.83","4176.00"
"27/09/2024 16:00 - 27/09/2024 16:30","Ireland (IE)","3951.83","4208.00"
"27/09/2024 16:30 - 27/09/2024 17:00","Ireland (IE)","3993.72","4239.00"
"27/09/2024 17:00 - 27/09/2024 17:30","Ireland (IE)","4022.49","4276.00"
"27/09/2024 17:30 - 27/09/2024 18:00","Ireland (IE)","4077.98","4313.00"
"27/09/2024 18:00 - 27/09/2024 18:30","Ireland (IE)","4135.20","4307.00"
"27/09/2024 18:30 - 27/09/2024 19:00","Ireland (IE)","4250.04","4302.00"
"27/09/2024 19:00 - 27/09/2024 19:30","Ireland (IE)","4264.56","4299.00"
"27/09/2024 19:30 - 27/09/2024 20:00","Ireland (IE)","4302.32","4297.00"
"27/09/2024 20:00 - 27/09/2024 20:30","Ireland (IE)","4294.83","4280.00"
"27/09/2024 20:30 - 27/09/2024 21:00","Ireland (IE)","4389.65","4263.00"
"27/09/2024 21:00 - 27/09/2024 21:30","Ireland (IE)","4407.04","4193.00"
"27/09/2024 21:30 - 27/09/2024 22:00","Ireland (IE)","4333.77","4123.00"
"27/09/2024 22:00 - 27/09/2024 22:30","Ireland (IE)","4191.26","3983.00"
"27/09/2024 22:30 - 27/09/2024 23:00","Ireland (IE)","4069.33","3844.00"
"27/09/2024 23:00 - 27/09/2024 23:30","Ireland (IE)","3922.95","3752.00"
"27/09/2024 23:30 - 28/09/2024 00:00","Ireland (IE)","3757.80","3661.00"
"28/09/2024 00:00 - 28/09/2024 00:30","Ireland (IE)","3612.07","3593.00"
"28/09/2024 00:30 - 28/09/2024 01:00","Ireland (IE)","3496.89","3524.00"
"28/09/2024 01:00 - 28/09/2024 01:30","Ireland (IE)","3396.72","3472.00"
"28/09/2024 01:30 - 28/09/2024 02:00","Ireland (IE)","3358.73","3419.00"
"28/09/2024 02:00 - 28/09/2024 02:30","Ireland (IE)","3266.46","3381.00"
"28/09/2024 02:30 - 28/09/2024 03:00","Ireland (IE)","3210.02","3342.00"
"28/09/2024 03:00 - 28/09/2024 03:30","Ireland (IE)","3157.48","3316.00"
"28/09/2024 03:30 - 28/09/2024 04:00","Ireland (IE)","3183.35","3290.00"
"28/09/2024 04:00 - 28/09/2024 04:30","Ireland (IE)","3152.08","3274.00"
"28/09/2024 04:30 - 28/09/2024 05:00","Ireland (IE)","3128.77","3259.00"
"28/09/2024 05:00 - 28/09/2024 05:30","Ireland (IE)","3127.04","3268.00"
"28/09/2024 05:30 - 28/09/2024 06:00","Ireland (IE)","3110.84","3277.00"
"28/09/2024 06:00 - 28/09/2024 06:30","Ireland (IE)","3108.85","3349.00"
"28/09/2024 06:30 - 28/09/2024 07:00","Ireland (IE)","3105.26","3422.00"
"28/09/2024 07:00 - 28/09/2024 07:30","Ireland (IE)","3133.65","3537.00"
"28/09/2024 07:30 - 28/09/2024 08:00","Ireland (IE)","3224.81","3652.00"
"28/09/2024 08:00 - 28/09/2024 08:30","Ireland (IE)","3330.54","3658.00"
"28/09/2024 08:30 - 28/09/2024 09:00","Ireland (IE)","3450.46","3665.00"
"28/09/2024 09:00 - 28/09/2024 09:30","Ireland (IE)","3612.40","3739.00"
"28/09/2024 09:30 - 28/09/2024 10:00","Ireland (IE)","3775.12","3814.00"
"28/09/2024 10:00 - 28/09/2024 10:30","Ireland (IE)","3892.33","3867.00"
"28/09/2024 10:30 - 28/09/2024 11:00","Ireland (IE)","3968.95","3920.00"
"28/09/2024 11:00 - 28/09/2024 11:30","Ireland (IE)","3981.26","3939.00"
"28/09/2024 11:30 - 28/09/2024 12:00","Ireland (IE)","3982.06","3959.00"
"28/09/2024 12:00 - 28/09/2024 12:30","Ireland (IE)","3951.44","3964.00"
"28/09/2024 12:30 - 28/09/2024 13:00","Ireland (IE)","3922.38","3970.00"
"28/09/2024 13:00 - 28/09/2024 13:30","Ireland (IE)","3883.48","3952.00"
"28/09/2024 13:30 - 28/09/2024 14:00","Ireland (IE)","3904.82","3934.00"
"28/09/2024 14:00 - 28/09/2024 14:30","Ireland (IE)","3871.62","3910.00"
"28/09/2024 14:30 - 28/09/2024 15:00","Ireland (IE)","3847.52","3885.00"
"28/09/2024 15:00 - 28/09/2024 15:30","Ireland (IE)","3819.00","3873.00"
"28/09/2024 15:30 - 28/09/2024 16:00","Ireland (IE)","3794.77","3860.00"
"28/09/2024 16:00 - 28/09/2024 16:30","Ireland (IE)","3769.43","3878.00"
"28/09/2024 16:30 - 28/09/2024 17:00","Ireland (IE)","3764.50","3896.00"
"28/09/2024 17:00 - 28/09/2024 17:30","Ireland (IE)","3813.80","3934.00"
"28/09/2024 17:30 - 28/09/2024 18:00","Ireland (IE)","3878.64","3972.00"
"28/09/2024 18:00 - 28/09/2024 18:30","Ireland (IE)","3970.10","3993.00"
"28/09/2024 18:30 - 28/09/2024 19:00","Ireland (IE)","4083.34","4013.00"
"28/09/2024 19:00 - 28/09/2024 19:30","Ireland (IE)","4106.60","4021.00"
"28/09/2024 19:30 - 28/09/2024 20:00","Ireland (IE)","4129.69","4028.00"
"28/09/2024 20:00 - 28/09/2024 20:30","Ireland (IE)","4119.96","4025.00"
"28/09/2024 20:30 - 28/09/2024 21:00","Ireland (IE)","4197.28","4021.00"
"28/09/2024 21:00 - 28/09/2024 21:30","Ireland (IE)","4151.33","3956.00"
"28/09/2024 21:30 - 28/09/2024 22:00","Ireland (IE)","4036.18","3892.00"
"28/09/2024 22:00 - 28/09/2024 22:30","Ireland (IE)","3892.70","3772.00"
"28/09/2024 22:30 - 28/09/2024 23:00","Ireland (IE)","3782.76","3653.00"
"28/09/2024 23:00 - 28/09/2024 23:30","Ireland (IE)","3630.55","3595.00"
"28/09/2024 23:30 - 29/09/2024 00:00","Ireland (IE)","3499.82","3537.00"
"29/09/2024 00:00 - 29/09/2024 00:30","Ireland (IE)","3370.79","3470.00"
"29/09/2024 00:30 - 29/09/2024 01:00","Ireland (IE)","3288.11","3404.00"
"29/09/2024 01:00 - 29/09/2024 01:30","Ireland (IE)","3215.96","3369.00"
"29/09/2024 01:30 - 29/09/2024 02:00","Ireland (IE)","3173.02","3334.00"
"29/09/2024 02:00 - 29/09/2024 02:30","Ireland (IE)","3122.19","3302.00"
"29/09/2024 02:30 - 29/09/2024 03:00","Ireland (IE)","3034.43","3269.00"
"29/09/2024 03:00 - 29/09/2024 03:30","Ireland (IE)","2997.45","3247.00"
"29/09/2024 03:30 - 29/09/2024 04:00","Ireland (IE)","3027.92","3224.00"
"29/09/2024 04:00 - 29/09/2024 04:30","Ireland (IE)","2982.22","3209.00"
"29/09/2024 04:30 - 29/09/2024 05:00","Ireland (IE)","2948.87","3193.00"
"29/09/2024 05:00 - 29/09/2024 05:30","Ireland (IE)","2905.62","3198.00"
"29/09/2024 05:30 - 29/09/2024 06:00","Ireland (IE)","2899.41","3203.00"
"29/09/2024 06:00 - 29/09/2024 06:30","Ireland (IE)","2895.00","3264.00"
"29/09/2024 06:30 - 29/09/2024 07:00","Ireland (IE)","2899.21","3326.00"
"29/09/2024 07:00 - 29/09/2024 07:30","Ireland (IE)","2921.08","3411.00"
"29/09/2024 07:30 - 29/09/2024 08:00","Ireland (IE)","3004.85","3496.00"
"29/09/2024 08:00 - 29/09/2024 08:30","Ireland (IE)","3089.10","3530.00"
"29/09/2024 08:30 - 29/09/2024 09:00","Ireland (IE)","3184.27","3565.00"
"29/09/2024 09:00 - 29/09/2024 09:30","Ireland (IE)","3240.87","3609.00"
"29/09/2024 09:30 - 29/09/2024 10:00","Ireland (IE)","3380.06","3654.00"
"29/09/2024 10:00 - 29/09/2024 10:30","Ireland (IE)","3522.84","3647.00"
"29/09/2024 10:30 - 29/09/2024 11:00","Ireland (IE)","3634.25","3640.00"
"29/09/2024 11:00 - 29/09/2024 11:30","Ireland (IE)","3723.92","3689.00"
"29/09/2024 11:30 - 29/09/2024 12:00","Ireland (IE)","3808.01","3738.00"
"29/09/2024 12:00 - 29/09/2024 12:30","Ireland (IE)","3844.48","3772.00"
